Time,zone_id,no_of_ppl,zone_name
13:54:00,13,19,Retail Toilet
13:59:00,13,19,Retail Toilet
14:04:00,13,22,Retail Toilet
14:09:00,13,22,Retail Toilet
14:15:00,13,22,Retail Toilet
14:20:00,13,14,Retail Toilet
14:25:00,13,15,Retail Toilet
14:30:00,13,15,Retail Toilet
14:36:00,13,17,Retail Toilet
14:41:00,13,17,Retail Toilet
14:46:00,13,17,Retail Toilet
14:51:00,13,16,Retail Toilet
14:57:00,13,16,Retail Toilet
15:02:00,13,16,Retail Toilet
15:07:00,13,16,Retail Toilet
15:12:00,13,17,Retail Toilet
15:18:00,13,16,Retail Toilet
15:23:00,13,16,Retail Toilet
15:28:00,13,16,Retail Toilet
15:33:00,13,18,Retail Toilet
15:39:00,13,18,Retail Toilet
15:44:00,13,18,Retail Toilet
15:49:00,13,15,Retail Toilet
15:54:00,13,15,Retail Toilet
16:00:00,13,14,Retail Toilet
16:05:00,13,14,Retail Toilet
16:10:00,13,14,Retail Toilet
16:15:00,13,14,Retail Toilet
16:21:00,13,13,Retail Toilet
16:26:00,13,13,Retail Toilet
16:31:00,13,13,Retail Toilet
16:36:00,13,7,Retail Toilet
16:42:00,13,7,Retail Toilet
16:47:00,13,7,Retail Toilet
16:52:00,13,4,Retail Toilet
16:57:00,13,4,Retail Toilet
17:03:00,13,3,Retail Toilet
17:08:00,13,3,Retail Toilet
17:13:00,13,3,Retail Toilet
17:18:00,13,1,Retail Toilet
17:24:00,13,0,Retail Toilet
17:29:00,13,0,Retail Toilet
17:34:00,13,0,Retail Toilet
17:40:00,13,0,Retail Toilet
17:45:00,13,0,Retail Toilet
17:50:00,13,0,Retail Toilet
17:55:00,13,0,Retail Toilet
09:00:00,14,0,Palace Inside 2
09:05:00,14,0,Palace Inside 2
09:11:00,14,0,Palace Inside 2
09:16:00,14,0,Palace Inside 2
09:21:00,14,0,Palace Inside 2
09:26:00,14,1,Palace Inside 2
09:32:00,14,2,Palace Inside 2
09:37:00,14,3,Palace Inside 2
09:42:00,14,3,Palace Inside 2
09:47:00,14,4,Palace Inside 2
09:52:00,14,4,Palace Inside 2
09:58:00,14,5,Palace Inside 2
10:03:00,14,5,Palace Inside 2
10:08:00,14,5,Palace Inside 2
10:13:00,14,8,Palace Inside 2
10:19:00,14,9,Palace Inside 2
10:24:00,14,11,Palace Inside 2
10:29:00,14,11,Palace Inside 2
10:34:00,14,13,Palace Inside 2
10:40:00,14,14,Palace Inside 2
10:45:00,14,17,Palace Inside 2
10:50:00,14,23,Palace Inside 2
10:55:00,14,30,Palace Inside 2
11:00:00,14,38,Palace Inside 2
11:06:00,14,40,Palace Inside 2
11:11:00,14,45,Palace Inside 2
11:16:00,14,50,Palace Inside 2
11:21:00,14,57,Palace Inside 2
11:27:00,14,60,Palace Inside 2
11:32:00,14,64,Palace Inside 2
11:37:00,14,66,Palace Inside 2
11:42:00,14,71,Palace Inside 2
11:48:00,14,73,Palace Inside 2
11:53:00,14,73,Palace Inside 2
11:58:00,14,75,Palace Inside 2
12:03:00,14,78,Palace Inside 2
12:09:00,14,80,Palace Inside 2
12:14:00,14,81,Palace Inside 2
12:19:00,14,79,Palace Inside 2
12:24:00,14,78,Palace Inside 2
12:30:00,14,79,Palace Inside 2
12:35:00,14,92,Palace Inside 2
12:40:00,14,81,Palace Inside 2
12:45:00,14,81,Palace Inside 2
12:51:00,14,84,Palace Inside 2
12:56:00,14,84,Palace Inside 2
13:01:00,14,82,Palace Inside 2
13:06:00,14,86,Palace Inside 2
13:12:00,14,84,Palace Inside 2
13:17:00,14,78,Palace Inside 2
13:22:00,14,81,Palace Inside 2
13:27:00,14,79,Palace Inside 2
13:33:00,14,82,Palace Inside 2
13:38:00,14,81,Palace Inside 2
13:43:00,14,82,Palace Inside 2
13:48:00,14,92,Palace Inside 2
13:54:00,14,91,Palace Inside 2
13:59:00,14,98,Palace Inside 2
14:04:00,14,91,Palace Inside 2
14:09:00,14,93,Palace Inside 2
14:15:00,14,89,Palace Inside 2
14:20:00,14,80,Palace Inside 2
14:25:00,14,91,Palace Inside 2
14:30:00,14,81,Palace Inside 2
14:36:00,14,92,Palace Inside 2
14:41:00,14,95,Palace Inside 2
14:46:00,14,107,Palace Inside 2
14:51:00,14,112,Palace Inside 2
14:57:00,14,104,Palace Inside 2
15:02:00,14,99,Palace Inside 2
15:07:00,14,97,Palace Inside 2
15:12:00,14,89,Palace Inside 2
15:18:00,14,84,Palace Inside 2
15:23:00,14,72,Palace Inside 2
15:28:00,14,69,Palace Inside 2
15:33:00,14,66,Palace Inside 2
15:39:00,14,58,Palace Inside 2
15:44:00,14,55,Palace Inside 2
15:49:00,14,54,Palace Inside 2
15:54:00,14,58,Palace Inside 2
16:00:00,14,59,Palace Inside 2
16:05:00,14,59,Palace Inside 2
16:10:00,14,56,Palace Inside 2
16:15:00,14,53,Palace Inside 2
16:21:00,14,49,Palace Inside 2
16:26:00,14,47,Palace Inside 2
16:31:00,14,46,Palace Inside 2
16:36:00,14,41,Palace Inside 2
16:42:00,14,37,Palace Inside 2
16:47:00,14,34,Palace Inside 2
16:52:00,14,32,Palace Inside 2
16:57:00,14,30,Palace Inside 2
17:03:00,14,29,Palace Inside 2
17:08:00,14,28,Palace Inside 2
17:13:00,14,27,Palace Inside 2
17:18:00,14,26,Palace Inside 2
17:24:00,14,25,Palace Inside 2
17:29:00,14,25,Palace Inside 2
17:34:00,14,24,Palace Inside 2
17:40:00,14,24,Palace Inside 2
17:45:00,14,24,Palace Inside 2
17:50:00,14,23,Palace Inside 2
17:55:00,14,23,Palace Inside 2
09:00:00,16,0,Churchill Male Toilet
09:05:00,16,0,Churchill Male Toilet
09:11:00,16,0,Churchill Male Toilet
09:16:00,16,0,Churchill Male Toilet
09:21:00,16,0,Churchill Male Toilet
09:26:00,16,0,Churchill Male Toilet
09:32:00,16,0,Churchill Male Toilet
09:37:00,16,0,Churchill Male Toilet
09:42:00,16,0,Churchill Male Toilet
09:47:00,16,0,Churchill Male Toilet
09:52:00,16,0,Churchill Male Toilet
09:58:00,16,0,Churchill Male Toilet
10:03:00,16,0,Churchill Male Toilet
10:08:00,16,0,Churchill Male Toilet
10:13:00,16,0,Churchill Male Toilet
10:19:00,16,0,Churchill Male Toilet
10:24:00,16,0,Churchill Male Toilet
10:29:00,16,0,Churchill Male Toilet
10:34:00,16,0,Churchill Male Toilet
10:40:00,16,0,Churchill Male Toilet
10:45:00,16,0,Churchill Male Toilet
10:50:00,16,0,Churchill Male Toilet
10:55:00,16,0,Churchill Male Toilet
11:00:00,16,0,Churchill Male Toilet
11:06:00,16,0,Churchill Male Toilet
11:11:00,16,1,Churchill Male Toilet
11:16:00,16,1,Churchill Male Toilet
11:21:00,16,1,Churchill Male Toilet
11:27:00,16,1,Churchill Male Toilet
11:32:00,16,1,Churchill Male Toilet
11:37:00,16,1,Churchill Male Toilet
11:42:00,16,1,Churchill Male Toilet
11:48:00,16,1,Churchill Male Toilet
11:53:00,16,1,Churchill Male Toilet
11:58:00,16,1,Churchill Male Toilet
12:03:00,16,1,Churchill Male Toilet
12:09:00,16,1,Churchill Male Toilet
12:14:00,16,2,Churchill Male Toilet
12:19:00,16,1,Churchill Male Toilet
12:24:00,16,1,Churchill Male Toilet
12:30:00,16,1,Churchill Male Toilet
12:35:00,16,1,Churchill Male Toilet
12:40:00,16,1,Churchill Male Toilet
12:45:00,16,1,Churchill Male Toilet
12:51:00,16,1,Churchill Male Toilet
12:56:00,16,1,Churchill Male Toilet
13:01:00,16,1,Churchill Male Toilet
13:06:00,16,1,Churchill Male Toilet
13:12:00,16,1,Churchill Male Toilet
13:17:00,16,1,Churchill Male Toilet
13:22:00,16,2,Churchill Male Toilet
13:27:00,16,2,Churchill Male Toilet
13:33:00,16,2,Churchill Male Toilet
13:38:00,16,2,Churchill Male Toilet
13:43:00,16,1,Churchill Male Toilet
13:48:00,16,1,Churchill Male Toilet
13:54:00,16,1,Churchill Male Toilet
13:59:00,16,1,Churchill Male Toilet
14:04:00,16,2,Churchill Male Toilet
14:09:00,16,1,Churchill Male Toilet
14:15:00,16,3,Churchill Male Toilet
14:20:00,16,3,Churchill Male Toilet
14:25:00,16,3,Churchill Male Toilet
14:30:00,16,2,Churchill Male Toilet
14:36:00,16,1,Churchill Male Toilet
14:41:00,16,1,Churchill Male Toilet
14:46:00,16,1,Churchill Male Toilet
14:51:00,16,1,Churchill Male Toilet
14:57:00,16,1,Churchill Male Toilet
15:02:00,16,1,Churchill Male Toilet
15:07:00,16,1,Churchill Male Toilet
15:12:00,16,1,Churchill Male Toilet
15:18:00,16,1,Churchill Male Toilet
15:23:00,16,1,Churchill Male Toilet
15:28:00,16,2,Churchill Male Toilet
15:33:00,16,2,Churchill Male Toilet
15:39:00,16,1,Churchill Male Toilet
15:44:00,16,1,Churchill Male Toilet
15:49:00,16,1,Churchill Male Toilet
15:54:00,16,1,Churchill Male Toilet
16:00:00,16,1,Churchill Male Toilet
16:05:00,16,1,Churchill Male Toilet
16:10:00,16,0,Churchill Male Toilet
16:15:00,16,0,Churchill Male Toilet
16:21:00,16,0,Churchill Male Toilet
16:26:00,16,1,Churchill Male Toilet
16:31:00,16,1,Churchill Male Toilet
16:36:00,16,1,Churchill Male Toilet
16:42:00,16,1,Churchill Male Toilet
16:47:00,16,0,Churchill Male Toilet
16:52:00,16,0,Churchill Male Toilet
16:57:00,16,0,Churchill Male Toilet
17:03:00,16,0,Churchill Male Toilet
17:08:00,16,0,Churchill Male Toilet
17:13:00,16,0,Churchill Male Toilet
17:18:00,16,0,Churchill Male Toilet
17:24:00,16,0,Churchill Male Toilet
17:29:00,16,0,Churchill Male Toilet
17:34:00,16,0,Churchill Male Toilet
17:40:00,16,0,Churchill Male Toilet
17:45:00,16,0,Churchill Male Toilet
17:50:00,16,0,Churchill Male Toilet
17:55:00,16,0,Churchill Male Toilet
09:00:00,17,0,Churchill Female Toilet
09:05:00,17,0,Churchill Female Toilet
09:11:00,17,0,Churchill Female Toilet
09:16:00,17,0,Churchill Female Toilet
09:21:00,17,0,Churchill Female Toilet
09:26:00,17,0,Churchill Female Toilet
09:32:00,17,0,Churchill Female Toilet
09:37:00,17,0,Churchill Female Toilet
09:42:00,17,0,Churchill Female Toilet
09:47:00,17,0,Churchill Female Toilet
09:52:00,17,0,Churchill Female Toilet
09:58:00,17,0,Churchill Female Toilet
10:03:00,17,0,Churchill Female Toilet
10:08:00,17,0,Churchill Female Toilet
10:13:00,17,0,Churchill Female Toilet
10:19:00,17,0,Churchill Female Toilet
10:24:00,17,0,Churchill Female Toilet
10:29:00,17,0,Churchill Female Toilet
10:34:00,17,0,Churchill Female Toilet
10:40:00,17,0,Churchill Female Toilet
10:45:00,17,0,Churchill Female Toilet
10:50:00,17,0,Churchill Female Toilet
10:55:00,17,0,Churchill Female Toilet
11:00:00,17,0,Churchill Female Toilet
11:06:00,17,0,Churchill Female Toilet
11:11:00,17,1,Churchill Female Toilet
11:16:00,17,1,Churchill Female Toilet
11:21:00,17,1,Churchill Female Toilet
11:27:00,17,1,Churchill Female Toilet
11:32:00,17,1,Churchill Female Toilet
11:37:00,17,1,Churchill Female Toilet
11:42:00,17,1,Churchill Female Toilet
11:48:00,17,1,Churchill Female Toilet
11:53:00,17,1,Churchill Female Toilet
11:58:00,17,1,Churchill Female Toilet
12:03:00,17,1,Churchill Female Toilet
12:09:00,17,1,Churchill Female Toilet
12:14:00,17,1,Churchill Female Toilet
12:19:00,17,1,Churchill Female Toilet
12:24:00,17,1,Churchill Female Toilet
12:30:00,17,1,Churchill Female Toilet
12:35:00,17,1,Churchill Female Toilet
12:40:00,17,1,Churchill Female Toilet
12:45:00,17,1,Churchill Female Toilet
12:51:00,17,2,Churchill Female Toilet
12:56:00,17,1,Churchill Female Toilet
13:01:00,17,1,Churchill Female Toilet
13:06:00,17,1,Churchill Female Toilet
13:12:00,17,1,Churchill Female Toilet
13:17:00,17,1,Churchill Female Toilet
13:22:00,17,1,Churchill Female Toilet
13:27:00,17,1,Churchill Female Toilet
13:33:00,17,1,Churchill Female Toilet
13:38:00,17,1,Churchill Female Toilet
13:43:00,17,1,Churchill Female Toilet
13:48:00,17,1,Churchill Female Toilet
13:54:00,17,1,Churchill Female Toilet
13:59:00,17,1,Churchill Female Toilet
14:04:00,17,1,Churchill Female Toilet
14:09:00,17,1,Churchill Female Toilet
14:15:00,17,1,Churchill Female Toilet
14:20:00,17,1,Churchill Female Toilet
14:25:00,17,1,Churchill Female Toilet
14:30:00,17,1,Churchill Female Toilet
14:36:00,17,2,Churchill Female Toilet
14:41:00,17,2,Churchill Female Toilet
14:46:00,17,1,Churchill Female Toilet
14:51:00,17,1,Churchill Female Toilet
14:57:00,17,1,Churchill Female Toilet
15:02:00,17,1,Churchill Female Toilet
15:07:00,17,1,Churchill Female Toilet
15:12:00,17,1,Churchill Female Toilet
15:18:00,17,1,Churchill Female Toilet
15:23:00,17,1,Churchill Female Toilet
15:28:00,17,2,Churchill Female Toilet
15:33:00,17,2,Churchill Female Toilet
15:39:00,17,2,Churchill Female Toilet
15:44:00,17,1,Churchill Female Toilet
15:49:00,17,1,Churchill Female Toilet
15:54:00,17,1,Churchill Female Toilet
16:00:00,17,1,Churchill Female Toilet
16:05:00,17,0,Churchill Female Toilet
16:10:00,17,0,Churchill Female Toilet
16:15:00,17,1,Churchill Female Toilet
16:21:00,17,0,Churchill Female Toilet
16:26:00,17,0,Churchill Female Toilet
16:31:00,17,0,Churchill Female Toilet
16:36:00,17,0,Churchill Female Toilet
16:42:00,17,0,Churchill Female Toilet
16:47:00,17,0,Churchill Female Toilet
16:52:00,17,0,Churchill Female Toilet
16:57:00,17,0,Churchill Female Toilet
17:03:00,17,0,Churchill Female Toilet
17:08:00,17,0,Churchill Female Toilet
17:13:00,17,0,Churchill Female Toilet
17:18:00,17,0,Churchill Female Toilet
17:24:00,17,0,Churchill Female Toilet
17:29:00,17,0,Churchill Female Toilet
17:34:00,17,0,Churchill Female Toilet
17:40:00,17,0,Churchill Female Toilet
17:45:00,17,0,Churchill Female Toilet
17:50:00,17,0,Churchill Female Toilet
17:55:00,17,0,Churchill Female Toilet
09:00:00,20,0,Stables Male toilet
09:05:00,20,0,Stables Male toilet
09:11:00,20,0,Stables Male toilet
09:16:00,20,0,Stables Male toilet
09:21:00,20,0,Stables Male toilet
09:26:00,20,0,Stables Male toilet
09:32:00,20,0,Stables Male toilet
09:37:00,20,0,Stables Male toilet
09:42:00,20,0,Stables Male toilet
09:47:00,20,0,Stables Male toilet
09:52:00,20,0,Stables Male toilet
09:58:00,20,0,Stables Male toilet
10:03:00,20,0,Stables Male toilet
10:08:00,20,0,Stables Male toilet
10:13:00,20,0,Stables Male toilet
10:19:00,20,0,Stables Male toilet
10:24:00,20,0,Stables Male toilet
10:29:00,20,0,Stables Male toilet
10:34:00,20,0,Stables Male toilet
10:40:00,20,0,Stables Male toilet
10:45:00,20,0,Stables Male toilet
10:50:00,20,0,Stables Male toilet
10:55:00,20,0,Stables Male toilet
11:00:00,20,0,Stables Male toilet
11:06:00,20,0,Stables Male toilet
11:11:00,20,0,Stables Male toilet
11:16:00,20,0,Stables Male toilet
11:21:00,20,1,Stables Male toilet
11:27:00,20,0,Stables Male toilet
11:32:00,20,0,Stables Male toilet
11:37:00,20,0,Stables Male toilet
11:42:00,20,0,Stables Male toilet
11:48:00,20,0,Stables Male toilet
11:53:00,20,0,Stables Male toilet
11:58:00,20,0,Stables Male toilet
12:03:00,20,0,Stables Male toilet
12:09:00,20,1,Stables Male toilet
12:14:00,20,1,Stables Male toilet
12:19:00,20,0,Stables Male toilet
12:24:00,20,0,Stables Male toilet
12:30:00,20,1,Stables Male toilet
12:35:00,20,0,Stables Male toilet
12:40:00,20,0,Stables Male toilet
12:45:00,20,0,Stables Male toilet
12:51:00,20,0,Stables Male toilet
12:56:00,20,1,Stables Male toilet
13:01:00,20,1,Stables Male toilet
13:06:00,20,0,Stables Male toilet
13:12:00,20,0,Stables Male toilet
13:17:00,20,0,Stables Male toilet
13:22:00,20,1,Stables Male toilet
13:27:00,20,1,Stables Male toilet
13:33:00,20,2,Stables Male toilet
13:38:00,20,1,Stables Male toilet
13:43:00,20,1,Stables Male toilet
13:48:00,20,1,Stables Male toilet
13:54:00,20,1,Stables Male toilet
13:59:00,20,1,Stables Male toilet
14:04:00,20,1,Stables Male toilet
14:09:00,20,1,Stables Male toilet
14:15:00,20,1,Stables Male toilet
14:20:00,20,1,Stables Male toilet
14:25:00,20,0,Stables Male toilet
14:30:00,20,1,Stables Male toilet
14:36:00,20,1,Stables Male toilet
14:41:00,20,2,Stables Male toilet
14:46:00,20,2,Stables Male toilet
14:51:00,20,1,Stables Male toilet
14:57:00,20,1,Stables Male toilet
15:02:00,20,1,Stables Male toilet
15:07:00,20,1,Stables Male toilet
15:12:00,20,1,Stables Male toilet
15:18:00,20,0,Stables Male toilet
15:23:00,20,1,Stables Male toilet
15:28:00,20,1,Stables Male toilet
15:33:00,20,1,Stables Male toilet
15:39:00,20,0,Stables Male toilet
15:44:00,20,0,Stables Male toilet
15:49:00,20,0,Stables Male toilet
15:54:00,20,0,Stables Male toilet
16:00:00,20,0,Stables Male toilet
16:05:00,20,0,Stables Male toilet
16:10:00,20,0,Stables Male toilet
16:15:00,20,0,Stables Male toilet
16:21:00,20,0,Stables Male toilet
16:26:00,20,0,Stables Male toilet
16:31:00,20,0,Stables Male toilet
16:36:00,20,0,Stables Male toilet
16:42:00,20,0,Stables Male toilet
16:47:00,20,0,Stables Male toilet
16:52:00,20,0,Stables Male toilet
16:57:00,20,0,Stables Male toilet
17:03:00,20,0,Stables Male toilet
17:08:00,20,0,Stables Male toilet
17:13:00,20,0,Stables Male toilet
17:18:00,20,0,Stables Male toilet
17:24:00,20,0,Stables Male toilet
17:29:00,20,0,Stables Male toilet
17:34:00,20,0,Stables Male toilet
17:40:00,20,0,Stables Male toilet
17:45:00,20,0,Stables Male toilet
17:50:00,20,0,Stables Male toilet
17:55:00,20,0,Stables Male toilet
09:00:00,21,0,Stables Female toilet
09:05:00,21,0,Stables Female toilet
09:11:00,21,0,Stables Female toilet
09:16:00,21,0,Stables Female toilet
09:21:00,21,0,Stables Female toilet
09:26:00,21,0,Stables Female toilet
09:32:00,21,0,Stables Female toilet
09:37:00,21,0,Stables Female toilet
09:42:00,21,0,Stables Female toilet
09:47:00,21,0,Stables Female toilet
09:52:00,21,0,Stables Female toilet
09:58:00,21,0,Stables Female toilet
10:03:00,21,0,Stables Female toilet
10:08:00,21,0,Stables Female toilet
10:13:00,21,0,Stables Female toilet
10:19:00,21,0,Stables Female toilet
10:24:00,21,0,Stables Female toilet
10:29:00,21,0,Stables Female toilet
10:34:00,21,0,Stables Female toilet
10:40:00,21,0,Stables Female toilet
10:45:00,21,0,Stables Female toilet
10:50:00,21,0,Stables Female toilet
10:55:00,21,0,Stables Female toilet
11:00:00,21,0,Stables Female toilet
11:06:00,21,0,Stables Female toilet
11:11:00,21,0,Stables Female toilet
11:16:00,21,1,Stables Female toilet
11:21:00,21,1,Stables Female toilet
11:27:00,21,1,Stables Female toilet
11:32:00,21,0,Stables Female toilet
11:37:00,21,0,Stables Female toilet
11:42:00,21,1,Stables Female toilet
11:48:00,21,0,Stables Female toilet
11:53:00,21,0,Stables Female toilet
11:58:00,21,0,Stables Female toilet
12:03:00,21,0,Stables Female toilet
12:09:00,21,1,Stables Female toilet
12:14:00,21,2,Stables Female toilet
12:19:00,21,1,Stables Female toilet
12:24:00,21,1,Stables Female toilet
12:30:00,21,1,Stables Female toilet
12:35:00,21,1,Stables Female toilet
12:40:00,21,0,Stables Female toilet
12:45:00,21,1,Stables Female toilet
12:51:00,21,1,Stables Female toilet
12:56:00,21,1,Stables Female toilet
13:01:00,21,1,Stables Female toilet
13:06:00,21,0,Stables Female toilet
13:12:00,21,1,Stables Female toilet
13:17:00,21,1,Stables Female toilet
13:22:00,21,2,Stables Female toilet
13:27:00,21,2,Stables Female toilet
13:33:00,21,1,Stables Female toilet
13:38:00,21,2,Stables Female toilet
13:43:00,21,2,Stables Female toilet
13:48:00,21,1,Stables Female toilet
13:54:00,21,1,Stables Female toilet
13:59:00,21,1,Stables Female toilet
14:04:00,21,2,Stables Female toilet
14:09:00,21,1,Stables Female toilet
14:15:00,21,1,Stables Female toilet
14:20:00,21,1,Stables Female toilet
14:25:00,21,1,Stables Female toilet
14:30:00,21,1,Stables Female toilet
14:36:00,21,0,Stables Female toilet
14:41:00,21,2,Stables Female toilet
14:46:00,21,3,Stables Female toilet
14:51:00,21,2,Stables Female toilet
14:57:00,21,2,Stables Female toilet
15:02:00,21,1,Stables Female toilet
15:07:00,21,1,Stables Female toilet
15:12:00,21,1,Stables Female toilet
15:18:00,21,1,Stables Female toilet
15:23:00,21,1,Stables Female toilet
15:28:00,21,1,Stables Female toilet
15:33:00,21,1,Stables Female toilet
15:39:00,21,0,Stables Female toilet
15:44:00,21,0,Stables Female toilet
15:49:00,21,0,Stables Female toilet
15:54:00,21,0,Stables Female toilet
16:00:00,21,0,Stables Female toilet
16:05:00,21,0,Stables Female toilet
16:10:00,21,0,Stables Female toilet
16:15:00,21,0,Stables Female toilet
16:21:00,21,0,Stables Female toilet
16:26:00,21,1,Stables Female toilet
16:31:00,21,1,Stables Female toilet
16:36:00,21,1,Stables Female toilet
16:42:00,21,0,Stables Female toilet
16:47:00,21,0,Stables Female toilet
16:52:00,21,0,Stables Female toilet
16:57:00,21,0,Stables Female toilet
17:03:00,21,0,Stables Female toilet
17:08:00,21,0,Stables Female toilet
17:13:00,21,0,Stables Female toilet
17:18:00,21,0,Stables Female toilet
17:24:00,21,0,Stables Female toilet
17:29:00,21,0,Stables Female toilet
17:34:00,21,0,Stables Female toilet
17:40:00,21,0,Stables Female toilet
17:45:00,21,0,Stables Female toilet
17:50:00,21,0,Stables Female toilet
17:55:00,21,0,Stables Female toilet
