SerialID,ReadingDate,ReadingTime,FootfallCount,ZoneID,Description
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:42:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,08:52:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:37:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:42:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,10:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:02:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:07:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:17:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:42:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:47:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,11:57:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:12:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:17:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:22:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:27:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:37:59,5,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:42:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:47:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,12:57:59,2,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:02:59,1,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:07:59,3,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:12:59,4,7,Churchill Exhibition
0004A30B00EC80A5_countA,10/02/2024,13:12:59,4,7,Churchill Exhibition
